,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT1_MAKESPAN,PT1_C1,PT1_C2,PT2_MAKESPAN,PT2_C1,PT2_C2,PT3_MAKESPAN,PT3_C1,PT3_C2,PT6_MAKESPAN,PT6_C1,PT6_C2
818,1293689.0,862563.0,1293689.0,1291926.0,716217.0,1291926.0,1273745.0,766264.0,1273745.0,1287032.0,782474.0,1287032.0,1277402.0,717022.0,1277402.0,1312499.0,814723.0,1312499.0
819,1317845.0,800526.0,1317845.0,1362938.0,750329.0,1362938.0,1308088.0,799304.0,1308088.0,1312880.0,799917.0,1312880.0,1303295.0,783713.0,1303295.0,1326356.0,810469.0,1326356.0
820,1399557.0,799570.0,1399557.0,1338866.0,773825.0,1338866.0,1366049.0,777868.0,1366049.0,1401664.0,791291.0,1401664.0,1383339.0,765347.0,1383339.0,1399448.0,804568.0,1399448.0
821,1319518.0,816905.0,1319518.0,1287336.0,751427.0,1287336.0,1292112.0,807595.0,1292112.0,1331562.0,814426.0,1331562.0,1287336.0,756335.0,1287336.0,1328183.0,818939.0,1328183.0
822,1274478.0,733964.0,1274478.0,1319879.0,733111.0,1319879.0,1237983.0,735513.0,1237983.0,1268781.0,735513.0,1268781.0,1247243.0,734533.0,1247243.0,1275418.0,751335.0,1275418.0
823,1339818.0,929962.0,1339818.0,1309215.0,719736.0,1309215.0,1371984.0,793835.0,1371984.0,1340969.0,816069.0,1340969.0,1334490.0,769904.0,1334490.0,1266086.0,850303.0,1266086.0
824,1330503.0,883116.0,1330503.0,1316599.0,747006.0,1316599.0,1327248.0,745998.0,1327248.0,1338259.0,750344.0,1338259.0,1314081.0,745860.0,1314081.0,1351677.0,875977.0,1351677.0
825,1328960.0,765779.0,1328960.0,1307979.0,702780.0,1307979.0,1261859.0,766666.0,1261859.0,1321843.0,756717.0,1321843.0,1259811.0,752535.0,1259811.0,1337856.0,782736.0,1337856.0
826,1343090.0,777889.0,1343090.0,1345600.0,767827.0,1345600.0,1316345.0,772357.0,1316345.0,1334009.0,787249.0,1334009.0,1310110.0,781497.0,1310110.0,1365315.0,808626.0,1365315.0
827,1362125.0,892104.0,1362125.0,1323326.0,728450.0,1323326.0,1346949.0,796796.0,1346949.0,1351061.0,828396.0,1351061.0,1345359.0,734308.0,1345359.0,1381586.0,850406.0,1381586.0
828,1251825.0,783440.0,1251825.0,1343779.0,721165.0,1343779.0,1252726.0,757390.0,1252726.0,1318968.0,767066.0,1318968.0,1307079.0,737302.0,1307079.0,1257676.0,797720.0,1257676.0
829,1369078.0,762329.0,1369078.0,1407474.0,693338.0,1407474.0,1324206.0,757774.0,1324206.0,1365092.0,756080.0,1365092.0,1341139.0,746615.0,1341139.0,1358567.0,789198.0,1358567.0
830,1279019.0,936306.0,1279019.0,1342552.0,763833.0,1342552.0,1339786.0,795191.0,1339786.0,1274643.0,806207.0,1274643.0,1424007.0,777770.0,1424007.0,1295987.0,828924.0,1295987.0
831,1350232.0,779534.0,1350232.0,1272056.0,731798.0,1272056.0,1301952.0,774065.0,1301952.0,1328352.0,781502.0,1328352.0,1279781.0,744318.0,1279781.0,1355697.0,809248.0,1355697.0
832,1274511.0,861201.0,1274511.0,1247840.0,738101.0,1247840.0,1273639.0,760510.0,1273639.0,1287080.0,781625.0,1287080.0,1252329.0,749337.0,1252329.0,1313923.0,846990.0,1313923.0
833,1236801.0,798341.0,1236801.0,1208532.0,709289.0,1208532.0,1220878.0,784700.0,1220878.0,1250786.0,795215.0,1250786.0,1257445.0,779416.0,1257445.0,1184841.0,830390.0,1184841.0
834,1297387.0,792407.0,1297387.0,1271520.0,716532.0,1271520.0,1244968.0,769412.0,1244968.0,1281360.0,779860.0,1281360.0,1306688.0,751488.0,1306688.0,1303387.0,801165.0,1303387.0
835,1246026.0,740945.0,1246026.0,1191390.0,740791.0,1191390.0,1239987.0,737946.0,1239987.0,1240539.0,741679.0,1240539.0,1295565.0,737946.0,1295565.0,1254114.0,740361.0,1254114.0
836,1390878.0,810428.0,1390878.0,1298900.0,744905.0,1298900.0,1348649.0,759546.0,1348649.0,1386435.0,775651.0,1386435.0,1330145.0,746027.0,1330145.0,1416311.0,809378.0,1416311.0
837,1229671.0,708353.0,1229671.0,1299511.0,701217.0,1299511.0,1225944.0,706323.0,1225944.0,1234960.0,725400.0,1234960.0,1217756.0,705724.0,1217756.0,1237108.0,738712.0,1237108.0
838,1327729.0,849085.0,1327729.0,1401800.0,773483.0,1401800.0,1302936.0,772790.0,1302936.0,1309001.0,836765.0,1309001.0,1277320.0,767815.0,1277320.0,1334558.0,849495.0,1334558.0
839,1348477.0,773032.0,1348477.0,1375207.0,732019.0,1375207.0,1330911.0,761075.0,1330911.0,1345898.0,771038.0,1345898.0,1330911.0,750881.0,1330911.0,1363591.0,797875.0,1363591.0
840,1286234.0,790810.0,1286234.0,1207537.0,764691.0,1207537.0,1276744.0,786288.0,1276744.0,1277924.0,780902.0,1277924.0,1244061.0,762263.0,1244061.0,1300887.0,805878.0,1300887.0
841,1352468.0,795763.0,1352468.0,1324844.0,724386.0,1324844.0,1317747.0,767053.0,1317747.0,1335917.0,778236.0,1335917.0,1312566.0,736566.0,1312566.0,1360030.0,799638.0,1360030.0
842,1327091.0,774579.0,1327091.0,1377575.0,764524.0,1377575.0,1336572.0,774647.0,1336572.0,1328634.0,774647.0,1328634.0,1306205.0,770730.0,1306205.0,1366492.0,813846.0,1366492.0
843,1328935.0,755606.0,1328935.0,1352809.0,749658.0,1352809.0,1304251.0,750887.0,1304251.0,1324882.0,785449.0,1324882.0,1352809.0,764007.0,1352809.0,1338421.0,788057.0,1338421.0
844,1250066.0,731186.0,1250066.0,1212007.0,722383.0,1212007.0,1208700.0,731274.0,1208700.0,1227610.0,733939.0,1227610.0,1184848.0,721623.0,1184848.0,1251788.0,743722.0,1251788.0
845,1346334.0,786135.0,1346334.0,1346418.0,743709.0,1346418.0,1297884.0,763837.0,1297884.0,1332282.0,775787.0,1332282.0,1323730.0,740237.0,1323730.0,1360027.0,781208.0,1360027.0
846,1336759.0,784312.0,1336759.0,1264812.0,760387.0,1264812.0,1333405.0,785875.0,1333405.0,1337808.0,784312.0,1337808.0,1311818.0,759992.0,1311818.0,1359236.0,806810.0,1359236.0
847,1341951.0,823028.0,1341951.0,1307558.0,810303.0,1307558.0,1303938.0,814824.0,1303938.0,1328094.0,820741.0,1328094.0,1410522.0,813899.0,1410522.0,1345582.0,829341.0,1345582.0
848,1235038.0,990184.0,1235038.0,1333194.0,778508.0,1333194.0,1261335.0,802195.0,1261335.0,1310774.0,838620.0,1310774.0,1240376.0,792123.0,1240376.0,1231322.0,925632.0,1231322.0
849,1227579.0,914080.0,1227579.0,1339236.0,731079.0,1339236.0,1242857.0,771867.0,1242857.0,1247272.0,783935.0,1247272.0,1339236.0,732106.0,1339236.0,1212520.0,797982.0,1212520.0
850,1257176.0,937417.0,1257176.0,1217408.0,761218.0,1217408.0,1249279.0,761218.0,1249279.0,1276345.0,788896.0,1276345.0,1364381.0,761338.0,1364381.0,1301231.0,811750.0,1301231.0
851,1205166.0,781898.0,1205166.0,1219825.0,707759.0,1219825.0,1176500.0,762721.0,1176500.0,1259658.0,781019.0,1259658.0,1246152.0,736992.0,1246152.0,1194452.0,816924.0,1194452.0
852,1333253.0,771902.0,1333253.0,1314929.0,695109.0,1314929.0,1304169.0,734834.0,1304169.0,1316498.0,742318.0,1316498.0,1312592.0,725339.0,1312592.0,1347500.0,794521.0,1347500.0
